f	m	p	d	mean	sd
0.6	3	3	3	4.874992630832412	0.08232974024475691
0.6	3	3	4	4.861361636133146	0.09243627952260253
0.6	3	3	5	4.8531723806941445	0.08519107574833733
0.6	3	4	1	6.000000434294259	8.881784197001252e-16
0.6	3	4	2	5.822554582470343	0.04573602711799824
0.6	3	4	3	5.093558982006325	0.10208730514037603
0.6	3	4	4	4.942318311790559	0.09243455419530842
0.6	3	4	5	4.928005914364949	0.08681918237483927
0.6	3	5	1	6.000000434294259	8.881784197001252e-16
0.6	3	5	2	6.000000434294259	8.881784197001252e-16
0.6	3	5	3	5.532753773497323	0.16053539948862747
0.6	3	5	4	4.987897944264898	0.09634388384841168
0.6	3	5	5	4.95392099661234	0.1088796209644817
0.7	1	3	1	4.723557408388313	0.2425063766588422
0.7	1	3	2	4.438529031353242	0.20758998726329803
0.7	1	3	3	4.468182856677342	0.23232085650459405
0.7	1	3	4	4.455892786394793	0.19565139561933093
0.7	1	3	5	4.436586418871787	0.23495583400551148
0.7	1	4	1	5.328796220733711	0.16752196331784727
0.7	1	4	2	4.544433138102449	0.18876926546852557
0.7	1	4	3	4.462540868525185	0.17715482302829386
0.7	1	4	4	4.458871230837254	0.23273704909031542
0.7	1	4	5	4.4934666162681545	0.21481024773709173
0.7	1	5	1	5.915596147409487	0.0689685569585433
0.7	1	5	2	5.011893786472648	0.06501818511814356
0.7	1	5	3	4.51967992124171	0.19575573146663386
0.7	1	5	4	4.438829682445143	0.227327913724523
0.7	1	5	5	4.43849883377991	0.20869356388186835
0.7	2	3	1	5.640220943898322	0.17344224503129646
0.7	2	3	2	4.844697020882015	0.18625550166273797
0.7	2	3	3	4.723802044939836	0.11656025039025225
0.7	2	3	4	4.74453205282672	0.13040831403305744
0.7	2	3	5	4.7050857363544125	0.18101453030628212
0.7	2	4	1	5.990983250602361	0.04676669475813001
0.7	2	4	2	5.106685846720472	0.13969088717939676
0.7	2	4	3	4.742807172848589	0.14449401974026016
0.7	2	4	4	4.761375186982522	0.11722864050572876
0.7	2	4	5	4.774744720552319	0.13523649395285403
0.7	2	5	1	6.000000434294259	8.881784197001252e-16
0.7	2	5	2	5.773468941669581	0.1352494324563352
0.7	2	5	3	4.831055847510935	0.0953584574147414
0.7	2	5	4	4.743639838425893	0.14319883296155117
0.7	2	5	5	4.7139658487008145	0.16297581109040118
0.7	3	3	1	5.838629945413082	0.019749875173112323
0.7	3	3	2	5.043371889946463	0.10442617200456059
0.7	3	3	3	4.869397425833234	0.10123507342508581
0.7	3	3	4	4.829084251929215	0.09896689752332706
0.7	3	3	5	4.8614197404627255	0.08035724729722286
0.7	3	4	1	6.000000434294259	8.881784197001252e-16
0.7	3	4	2	5.768960573215183	0.06728472272008681
0.7	3	4	3	5.019940071956763	0.14728168719719198
0.7	3	4	4	4.9195175884560625	0.0882422656037694
0.7	3	4	5	4.92876267036927	0.12039143811617702
0.7	3	5	1	6.000000434294259	8.881784197001252e-16
0.7	3	5	2	6.000000434294259	8.881784197001252e-16
0.7	3	5	3	5.312148787387973	0.1410021962083482
0.7	3	5	4	4.911175621624691	0.09395233721466163
0.7	3	5	5	4.925708807162292	0.10291018200181296
0.8	1	3	1	4.64990019039211	0.20270338932119494
0.8	1	3	2	4.507958104076801	0.2239574511027699
0.8	1	3	3	4.457453959837544	0.28676668602922095
0.8	1	3	4	4.398472570840848	0.22382580627934193
0.8	1	3	5	4.444524168272027	0.24523201833941602
0.8	1	4	1	5.112757297422816	0.17848420469141146
0.8	1	4	2	4.497436750897987	0.21627760958476414
0.8	1	4	3	4.410804561030179	0.24112719666478674
0.8	1	4	4	4.446288392646404	0.28313214859570124
0.8	1	4	5	4.408981856990943	0.2576079278493568
0.8	1	5	1	5.737123999374296	0.11929156284097851
0.8	1	5	2	4.804720737895702	0.10453939681158192
0.8	1	5	3	4.453721830598475	0.19416171194523926
0.8	1	5	4	4.423413966392878	0.2422601909009402
0.8	1	5	5	4.45165165328338	0.21696552580989836
0.8	2	3	1	5.501979731451995	0.30843519318439966
0.8	2	3	2	4.781968732391843	0.18006753133976572
0.8	2	3	3	4.760625655796989	0.12361840527766309
0.8	2	3	4	4.751424026810716	0.12712883900822758
0.8	2	3	5	4.702509214184525	0.13955414421827408
0.8	2	4	1	5.940090681248669	0.13418309826801728
0.8	2	4	2	4.903522190115547	0.19609329351525143
0.8	2	4	3	4.702500942093691	0.13963198790835035
0.8	2	4	4	4.702060385470282	0.14673406923277235
0.8	2	4	5	4.745058833157964	0.159674727517644
0.8	2	5	1	5.9953529660900315	0.032532277429597356
0.8	2	5	2	5.467612187304558	0.15314911216010163
0.8	2	5	3	4.766849615223756	0.13321067677626544
0.8	2	5	4	4.713627581341501	0.1216707923928623
0.8	2	5	5	4.718718320447003	0.12043139629394049
0.8	3	3	1	5.812805279703938	0.07614014422584457
0.8	3	3	2	5.011526129481319	0.12838032842895375
0.8	3	3	3	4.874647497502964	0.06356817928924328
0.8	3	3	4	4.859880136681365	0.06187240717243349
0.8	3	3	5	4.85340453950459	0.08086469572519914
0.8	3	4	1	6.000000434294259	8.881784197001252e-16
0.8	3	4	2	5.72588402379782	0.11010892083637644
0.8	3	4	3	4.9864029894729	0.10406128114940515
0.8	3	4	4	4.935448414171474	0.10745601437344278
0.8	3	4	5	4.88360541224655	0.1259564106921404
0.8	3	5	1	6.000000434294259	8.881784197001252e-16
0.8	3	5	2	6.000000434294259	8.881784197001252e-16
0.8	3	5	3	5.112098615224125	0.1418018790051124
0.8	3	5	4	4.914625889361409	0.09354557423011092
0.8	3	5	5	4.902862753629881	0.11023927028284937
0.9	1	3	1	4.5312516193538235	0.2553240978850989
0.9	1	3	2	4.419842115734327	0.2636946179865625
0.9	1	3	3	4.415616627933579	0.25826053847577174
0.9	1	3	4	4.414182185704542	0.22663323145912415
0.9	1	3	5	4.356856268272238	0.22686901564187506
0.9	1	4	1	4.868632126086755	0.20301289980077455
0.9	1	4	2	4.400657723450661	0.27946072355360774
0.9	1	4	3	4.427241095620522	0.22672302654708282
0.9	1	4	4	4.41562635908235	0.29821378180519964
0.9	1	4	5	4.389782106572656	0.24070591247183776
0.9	1	5	1	5.538275079961282	0.13146518173535768
0.9	1	5	2	4.674551863113271	0.14274780474939058
0.9	1	5	3	4.399761177017986	0.21817528086731777
0.9	1	5	4	4.397614976031187	0.32149416726395963
0.9	1	5	5	4.395178279229001	0.2719371644304149
0.9	2	3	1	5.443785833935429	0.29020343903823015
0.9	2	3	2	4.7802787235001265	0.1633844787265656
0.9	2	3	3	4.696109579963336	0.1467541834760113
0.9	2	3	4	4.704197235245707	0.18950731962516046
0.9	2	3	5	4.7224043594895075	0.1561520101606772
0.9	2	4	1	5.900335533290047	0.20467827499005598
0.9	2	4	2	4.828329297496277	0.1532272778328241
0.9	2	4	3	4.725250078711502	0.13961831503501662
0.9	2	4	4	4.699576563485605	0.15485611526777399
0.9	2	4	5	4.737882024040536	0.13522656282410953
0.9	2	5	1	5.9781544569086	0.05525975691964553
0.9	2	5	2	5.222134631728288	0.15776788769751465
0.9	2	5	3	4.732458279170316	0.14506370220940193
0.9	2	5	4	4.69792887586391	0.19268467804452885
0.9	2	5	5	4.7187388150805685	0.15578784726707792
0.9	3	3	1	5.815334411826412	0.10178684253129554
0.9	3	3	2	5.012963526430412	0.14495032070631153
0.9	3	3	3	4.843220101669299	0.11817116193394554
0.9	3	3	4	4.842993948677262	0.09652055929029116
0.9	3	3	5	4.826626121557691	0.13007982323497583
0.9	3	4	1	6.000000434294259	8.881784197001252e-16
0.9	3	4	2	5.593634778003926	0.24689013567793835
0.9	3	4	3	4.943200197358999	0.13523755070550497
0.9	3	4	4	4.873156553932463	0.10703052866517405
0.9	3	4	5	4.83989468753273	0.14033931751614342
0.9	3	5	1	6.000000434294259	8.881784197001252e-16
0.9	3	5	2	5.997307338466894	0.018851670791547957
0.9	3	5	3	4.9950115315212305	0.12920969298241192
0.9	3	5	4	4.897434877063923	0.11559406245592449
0.9	3	5	5	4.884454110557967	0.08837956984589473
1.0	1	3	1	4.466507649312324	0.2717880413532636
1.0	1	3	2	4.420596774628827	0.2638795337472634
1.0	1	3	3	4.4093965347259445	0.20038138025678984
1.0	1	3	4	4.382605523877619	0.2590448279588356
1.0	1	3	5	4.348339460222386	0.263263527484549
1.0	1	4	1	4.693828250866322	0.21640733368612536
1.0	1	4	2	4.381499406016905	0.2742127957712618
1.0	1	4	3	4.423400431890835	0.26971598465665564
1.0	1	4	4	4.419722377387104	0.2200907049884733
1.0	1	4	5	4.327473456450075	0.34077161288527996
1.0	1	5	1	5.236151834219628	0.11919740663387955
1.0	1	5	2	4.515388175367215	0.1874463231468668
1.0	1	5	3	4.392009312795869	0.25786749237296874
1.0	1	5	4	4.427969357786418	0.21972554063975344
1.0	1	5	5	4.339838559759286	0.3317117905077447
1.0	2	3	1	5.287930204986424	0.36618412553774826
1.0	2	3	2	4.74138447709133	0.18990697275262222
1.0	2	3	3	4.701286222145439	0.1604046213578762
1.0	2	3	4	4.742035255891362	0.12810360425138476
1.0	2	3	5	4.6433169743807134	0.21535290145731992
1.0	2	4	1	5.833051333983471	0.2493407952010708
1.0	2	4	2	4.831311691516241	0.14150134502588574
1.0	2	4	3	4.666429128278093	0.1914278765631148
1.0	2	4	4	4.683448250441546	0.1885123506612367
1.0	2	4	5	4.69935672064864	0.15091058496298898
1.0	2	5	1	5.949960918488496	0.1078280967667238
1.0	2	5	2	4.9656196770126	0.17000875004458355
1.0	2	5	3	4.725055207962075	0.18845855991638275
1.0	2	5	4	4.678907708249851	0.12760261803942624
1.0	2	5	5	4.675224583419544	0.15491046961864546
1.0	3	3	1	5.784315002286863	0.14033868619519915
1.0	3	3	2	5.033315787356122	0.10170589805206963
1.0	3	3	3	4.854534036817764	0.093616700206704
1.0	3	3	4	4.851653827481764	0.07861995088320639
1.0	3	3	5	4.833033059586093	0.09900239329733324
1.0	3	4	1	6.000000434294259	8.881784197001252e-16
1.0	3	4	2	5.456988818161563	0.297214245231716
1.0	3	4	3	4.936954296627276	0.13078442287906564
1.0	3	4	4	4.838404586721101	0.14527566304784517
1.0	3	4	5	4.880517461316344	0.08192366411531449
1.0	3	5	1	5.999862392878367	0.0009662899112425903
1.0	3	5	2	5.983248963199578	0.07494446561268443
1.0	3	5	3	4.951589702126353	0.13386430239555822
1.0	3	5	4	4.881384359736205	0.12070713907757537
1.0	3	5	5	4.8743010148692925	0.1448226787765331
